time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-27T03:50:51.740Z,-5.3669,152.6677,41.2,4.9,mb,,80,1.271,0.7,us,us1000ecw4,2018-06-01T01:26:42.040Z,"107km SSW of Taron, Papua New Guinea",earthquake,9.3,6.3,0.044,159,reviewed,us,us
2018-05-27T00:12:26.980Z,13.0226,145.1778,35.49,4.9,mb,,63,0.638,0.48,us,us1000ecug,2018-05-27T02:16:38.853Z,"54km ESE of Inarajan Village, Guam",earthquake,7.2,4.6,0.084,44,reviewed,us,us
2018-05-26T23:42:23.750Z,23.0043,94.6075,95.32,4.5,mb,,60,0.997,0.95,us,us1000ecu7,2018-05-27T00:22:39.040Z,"72km SSE of Mawlaik, Burma",earthquake,5.3,7.5,0.101,29,reviewed,us,us
2018-05-26T19:34:41.200Z,19.405,-155.281,0.01,4.7,mw,13,77,0.01183,0.15,hv,hv70194587,2018-06-01T15:20:50.085Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.34,31.61,,5,reviewed,hv,hv
2018-05-26T14:01:34.560Z,37.871,141.7245,51.7,4.7,mb,,138,0.739,1.05,us,us1000ecq2,2018-05-27T07:43:40.642Z,"71km SSE of Ishinomaki, Japan",earthquake,7,6.6,0.05,119,reviewed,us,us
2018-05-26T12:27:28.320Z,6.0192,125.3845,87.02,4.5,mb,,132,5.575,0.92,us,us1000ecpf,2018-05-26T13:07:31.040Z,"4km S of Suyan, Philippines",earthquake,5.3,9.9,0.106,26,reviewed,us,us
2018-05-26T10:44:37.650Z,19.405,-155.281,0.01,4.7,mw,15,77,0.01183,0.23,hv,hv70193362,2018-05-31T17:05:19.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.32,31.61,,6,reviewed,hv,hv
2018-05-26T02:15:52.280Z,19.405,-155.281,-0.01,5,mw,11,176,0.01183,0.17,hv,hv70195287,2018-05-31T02:43:50.401Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.63,31.61,,6,reviewed,hv,hv
2018-05-26T00:32:40.880Z,-12.8048,45.6915,10,5,mb,,58,6.352,0.59,us,us1000ecis,2018-06-09T22:52:29.319Z,"44km E of Pamandzi, Mayotte",earthquake,8.2,1.8,0.07,65,reviewed,us,us
2018-05-25T22:23:44.610Z,-7.4358,128.2632,159.68,5.2,mww,,30,3.057,0.99,us,us1000ecgj,2018-06-09T22:36:48.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,7.7,5,0.073,18,reviewed,us,us
2018-05-25T19:09:46.050Z,27.5526,130.1067,21.9,4.6,mb,,60,1.782,1.19,us,us1000ecb1,2018-05-26T16:33:16.040Z,"109km SE of Naze, Japan",earthquake,4.8,5.5,0.081,46,reviewed,us,us
2018-05-25T17:41:54.000Z,10.8769,93.6609,139.94,4.7,mb,,103,1.186,0.91,us,us1000ec8d,2018-06-13T21:07:31.040Z,"132km SE of Port Blair, India",earthquake,9.7,7.4,0.068,65,reviewed,us,us
2018-05-25T17:08:30.610Z,-12.9263,45.3469,10,4.5,mb,,65,6.321,0.89,us,us1000eekd,2018-06-13T20:22:34.040Z,"16km SSE of Pamandzi, Mayotte",earthquake,7.2,1.9,0.205,7,reviewed,us,us
2018-05-25T12:53:46.970Z,7.5325,-73.5991,54.13,4.6,mb,,71,2.764,1.16,us,us1000ebyi,2018-05-25T13:20:30.040Z,"19km NW of Sabana de Torres, Colombia",earthquake,5.2,12.1,0.045,148,reviewed,us,us
2018-05-25T12:13:42.370Z,36.9385,138.5997,10,4.9,mb,,100,0.504,0.97,us,us1000ebxl,2018-05-26T19:11:37.048Z,"22km ENE of Iiyama, Japan",earthquake,4.9,1.8,0.033,285,reviewed,us,us
2018-05-25T10:06:46.610Z,26.4266,127.3469,59.98,4.6,mb,,28,0.923,1.4,us,us1000ebvj,2018-05-27T06:06:31.006Z,"40km NW of Naha-shi, Japan",earthquake,7.1,7.2,0.069,63,reviewed,us,us
2018-05-25T09:32:46.160Z,-12.8327,45.5738,10,5.2,mb,,49,9.098,0.79,us,us1000ebv5,2018-05-25T13:09:02.178Z,"31km E of Pamandzi, Mayotte",earthquake,9.4,1.8,0.057,101,reviewed,us,us
2018-05-25T06:36:04.290Z,-12.8325,45.611,10,5,mb,,54,6.344,0.81,us,us1000ebtm,2018-05-25T08:47:22.853Z,"35km E of Pamandzi, Mayotte",earthquake,8.3,1.9,0.081,49,reviewed,us,us
2018-05-25T05:43:51.510Z,-12.8454,45.5947,10,4.6,mb,,74,6.335,1.23,us,us1000ebtf,2018-05-25T07:26:16.683Z,"34km E of Pamandzi, Mayotte",earthquake,8,1.8,0.122,20,reviewed,us,us
2018-05-25T03:54:23.640Z,51.78,-175.8746,68.72,4.9,mb,,59,1.119,1.33,us,us1000ebsq,2018-06-11T20:05:07.052Z,"55km ESE of Adak, Alaska",earthquake,7,6,0.03,355,reviewed,us,us
2018-05-25T02:12:28.260Z,16.2317,145.3544,35.48,4.8,mb,,73,1.07,0.6,us,us1000ebrn,2018-05-25T03:23:27.040Z,"36km WSW of Anatahan, Northern Mariana Islands",earthquake,9.3,2,0.074,56,reviewed,us,us
2018-05-24T23:11:47.170Z,0.8174,-29.54,10,5.6,mww,,40,9.16,0.72,us,us1000ebnj,2018-06-09T22:35:18.722Z,"Central Mid-Atlantic Ridge",earthquake,8.1,1.8,0.052,36,reviewed,us,us
2018-05-24T21:31:39.760Z,34.3976,24.9668,34.24,4.5,mb,,64,0.89,0.94,us,us1000ebkp,2018-06-09T22:02:48.040Z,"68km SSW of Pirgos, Greece",earthquake,4,5.7,0.054,99,reviewed,us,us
2018-05-24T20:53:12.680Z,-15.1578,167.2896,122.57,4.5,mb,,187,5.589,1.32,us,us1000ee4l,2018-06-12T20:39:43.040Z,"28km ESE of Port-Olry, Vanuatu",earthquake,14.5,9.2,0.205,7,reviewed,us,us
2018-05-24T19:15:09.510Z,25.5048,126.5833,45.85,4.5,mb,,121,2.015,0.96,us,us1000ebfx,2018-06-07T23:37:54.040Z,"128km WSW of Itoman, Japan",earthquake,8.9,8.2,0.075,52,reviewed,us,us
2018-05-24T17:06:21.040Z,-22.1173,-174.9052,35,4.8,mb,,128,5.558,0.45,us,us1000ee4i,2018-06-12T19:27:50.040Z,"86km S of `Ohonua, Tonga",earthquake,14.2,2,0.149,16,reviewed,us,us
2018-05-24T15:50:42.420Z,-35.518,78.3062,10,5,mb,,59,30.64,0.7,us,us1000ebb2,2018-06-13T20:05:37.040Z,"266km NNE of Amsterdam Island, France",earthquake,11.3,1.8,0.063,80,reviewed,us,us
2018-05-24T15:04:12.800Z,-45.1027,95.7558,10,5.1,mb,,67,22.664,0.86,us,us1000ebag,2018-06-13T19:06:21.040Z,"Southeast Indian Ridge",earthquake,11.5,1.8,0.071,63,reviewed,us,us
2018-05-24T14:48:51.390Z,-21.2633,-178.1876,467.78,5.4,mww,,39,7.951,1.09,us,us1000eb96,2018-05-24T15:05:35.040Z,"86km SE of Ndoi Island, Fiji",earthquake,10,6,0.075,17,reviewed,us,us
2018-05-24T11:12:17.020Z,27.7023,127.6986,121.38,5.1,mb,,51,1.002,1.03,us,us1000eb6b,2018-05-25T10:24:10.109Z,"126km NNW of Nago, Japan",earthquake,3.9,5.7,0.041,196,reviewed,us,us
2018-05-24T07:08:13.510Z,-19.8281,14.6603,10,5,mb,,61,2.826,0.76,us,us1000eb4u,2018-05-24T21:06:51.671Z,"67km NNW of Khorixas, Namibia",earthquake,6.7,1.6,0.081,48,reviewed,us,us
2018-05-24T04:43:49.930Z,19.405,-155.281,0.01,4.9,mw,17,77,0.01183,0.18,hv,hv70186227,2018-05-31T01:20:48.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.37,31.61,,6,reviewed,hv,hv
2018-05-24T04:23:57.770Z,-12.863,45.6411,13.65,4.8,mb,,65,6.307,0.71,us,us1000eb3g,2018-05-24T05:18:30.683Z,"39km E of Pamandzi, Mayotte",earthquake,7.3,4.5,0.093,36,reviewed,us,us
2018-05-24T03:05:00.370Z,-4.3035,140.2398,10,4.6,mb,,189,10.02,0.91,us,us1000eb27,2018-05-24T04:51:51.040Z,"188km SSW of Abepura, Indonesia",earthquake,9.2,1.9,0.136,16,reviewed,us,us
2018-05-24T01:45:14.910Z,-12.305,-71.6603,32.29,4.8,mww,,77,4.661,0.96,us,us1000eb1i,2018-05-24T02:20:46.079Z,"118km NNE of Calca, Peru",earthquake,7.3,5.5,0.073,18,reviewed,us,us
2018-05-24T00:13:00.980Z,-12.8116,45.6034,10,4.5,mb,,111,6.366,1.19,us,us1000eb1c,2018-05-24T01:37:26.470Z,"34km E of Pamandzi, Mayotte",earthquake,10.7,1.8,0.204,7,reviewed,us,us
2018-05-23T17:12:08.730Z,-16.1294,-177.8605,10,4.9,mb,,60,4.228,1.41,us,us1000eaq6,2018-06-07T22:58:59.040Z,"205km S of Sigave, Wallis and Futuna",earthquake,4,1.9,0.044,162,reviewed,us,us
2018-05-23T16:53:19.560Z,-12.8205,45.5826,10,4.6,mb,,65,5.922,0.62,us,us1000ec2w,2018-05-31T04:19:38.339Z,"32km E of Pamandzi, Mayotte",earthquake,13.3,1.9,0.151,13,reviewed,us,us
2018-05-23T16:03:43.820Z,-18.6146,-175.2254,212.08,4.6,mb,,92,5.038,1.03,us,us1000ec2s,2018-05-31T03:44:36.040Z,"131km W of Neiafu, Tonga",earthquake,8.2,10.2,0.095,33,reviewed,us,us
2018-05-23T15:27:01.250Z,-0.8207,148.739,20.99,4.6,mb,,77,1.832,0.87,us,us1000ec2z,2018-05-31T03:29:57.040Z,"210km NE of Lorengau, Papua New Guinea",earthquake,7.7,4.3,0.082,44,reviewed,us,us
2018-05-23T15:13:00.210Z,-36.9683,78.291,10,4.9,mb,,55,31.097,0.95,us,us1000ec2r,2018-05-31T03:24:18.040Z,"117km NE of Amsterdam Island, France",earthquake,12.2,1.8,0.073,60,reviewed,us,us
2018-05-23T13:48:58.380Z,-21.5923,-68.3984,124.01,4.6,mb,,39,0.81,0.9,us,us1000eaki,2018-05-24T08:11:05.040Z,"111km NNE of Calama, Chile",earthquake,6.1,3.6,0.083,44,reviewed,us,us
2018-05-23T12:42:44.710Z,7.4104,-82.7451,10,4.9,mwr,,91,1.162,1.31,us,us1000eais,2018-05-23T13:02:00.040Z,"70km S of Punta de Burica, Panama",earthquake,6.1,1.9,0.048,42,reviewed,us,us
2018-05-23T10:33:20.700Z,4.3355,92.9064,10,4.8,mb,,153,5.55,0.47,us,us1000eahy,2018-05-23T11:02:19.040Z,"300km WSW of Banda Aceh, Indonesia",earthquake,4.5,1.9,0.073,58,reviewed,us,us
2018-05-23T10:26:15.350Z,-0.6436,137.3977,33.53,4.8,mb,,68,5.62,0.73,us,us1000eahw,2018-05-23T10:48:14.040Z,"Papua region, Indonesia",earthquake,8,3.4,0.09,38,reviewed,us,us
2018-05-23T07:58:46.290Z,19.405,-155.281,0.01,4.9,mw,12,77,0.006997,0.18,hv,hv70186707,2018-05-31T17:10:17.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.48,31.61,,6,reviewed,hv,hv
2018-05-23T05:44:43.890Z,7.3983,-36.2136,10,5.5,mww,,81,13.142,0.79,us,us1000eae9,2018-06-03T01:58:58.040Z,"Central Mid-Atlantic Ridge",earthquake,5.7,1.9,0.073,18,reviewed,us,us
2018-05-23T01:37:46.200Z,55.2589,161.9822,35,5.6,mwb,,55,2.976,1.07,us,us1000eaby,2018-06-03T02:10:04.040Z,"112km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,8.5,1.8,0.034,85,reviewed,us,us
2018-05-22T22:12:20.630Z,-8.9112,-80.2901,10,5.2,mww,,129,4.565,1.03,us,us1000ea8z,2018-05-22T23:20:14.536Z,"156km SW of Santiago de Cao, Peru",earthquake,8.7,1.9,0.066,22,reviewed,us,us
2018-05-22T20:12:38.300Z,-9.4323,110.5405,57.01,4.5,mb,,92,1.51,1.06,us,us1000ec11,2018-06-13T18:28:35.040Z,"160km SW of Sukorejo, Indonesia",earthquake,6.2,8.8,0.221,7,reviewed,us,us
2018-05-22T20:11:02.840Z,41.2337,140.3652,151.89,4.6,mb,,61,0.69,1.05,us,us1000ea4r,2018-06-13T17:56:00.040Z,"47km N of Kizukuri, Japan",earthquake,6.7,5.8,0.035,238,reviewed,us,us
2018-05-22T19:38:25.550Z,-9.1607,110.6118,43.89,4.5,mb,,58,1.243,1.18,us,us1000ec0z,2018-06-13T17:10:55.040Z,"131km SW of Sukorejo, Indonesia",earthquake,6.5,7.8,0.132,17,reviewed,us,us
2018-05-22T19:30:52.900Z,-17.8638,-173.0587,10,5.4,mww,,40,3.207,0.96,us,us1000ea3r,2018-06-13T16:45:06.040Z,"130km NE of Neiafu, Tonga",earthquake,7.4,1.7,0.078,16,reviewed,us,us
2018-05-22T19:11:02.510Z,47.3129,152.0001,108.19,4.5,mb,,124,6.856,0.53,us,us1000ec17,2018-06-13T16:03:48.040Z,"291km SE of Vostok, Russia",earthquake,12.1,8,0.097,31,reviewed,us,us
2018-05-22T18:57:47.370Z,-29.899,-177.3884,10,4.7,mb,,191,0.804,0.88,us,us1000ec0y,2018-06-13T15:25:25.040Z,"85km SE of Raoul Island, New Zealand",earthquake,6.7,2,0.194,8,reviewed,us,us
2018-05-22T18:31:39.680Z,-22.9348,179.3321,572.77,4.5,mb,,88,5.301,0.78,us,us1000ec0x,2018-06-12T22:08:08.040Z,"South of the Fiji Islands",earthquake,11.7,12.1,0.124,23,reviewed,us,us
2018-05-22T18:11:57.290Z,-54.8087,-23.7767,10,4.7,mb,,77,7.414,0.74,us,us1000ec15,2018-06-12T21:59:59.040Z,"300km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,5.8,1.8,0.115,23,reviewed,us,us
2018-05-22T17:59:16.530Z,-40.4722,176.422,34.18,4.5,mwr,,97,0.246,1.13,us,us1000ea1q,2018-06-12T21:51:30.040Z,"50km NNE of Castlepoint, New Zealand",earthquake,4.4,4.5,0.051,37,reviewed,us,us
2018-05-22T13:36:19.430Z,0.4888,-78.4189,35.07,5,mb,,116,0.304,1.01,us,us1000e9ww,2018-05-28T19:55:09.789Z,"26km NW of Cotacachi, Ecuador",earthquake,5.6,3.8,0.034,276,reviewed,us,us
2018-05-22T13:08:40.420Z,-11.0752,-77.7545,66.25,4.9,mb,,152,1.273,0.57,us,us1000e9wd,2018-05-28T18:58:31.121Z,"13km WSW of Vegueta, Peru",earthquake,5.1,7.1,0.045,156,reviewed,us,us
2018-05-22T12:55:38.310Z,35.6901,140.7717,35,4.6,mb,,130,2.174,0.75,us,us1000e9wa,2018-05-22T13:23:16.040Z,"7km SW of Hasaki, Japan",earthquake,6.5,2,0.11,25,reviewed,us,us
2018-05-22T12:37:08.030Z,-12.8307,45.6057,10,5.1,mb,,28,6.347,0.77,us,us1000e9w1,2018-05-22T15:08:16.341Z,"35km E of Pamandzi, Mayotte",earthquake,2.3,1.8,0.057,102,reviewed,us,us
2018-05-22T10:40:56.080Z,-21.2539,-68.6406,105.81,4.7,mwr,,54,0.777,1.45,us,us1000e9ug,2018-05-22T11:07:01.040Z,"137km NNE of Calama, Chile",earthquake,5.9,6.2,0.062,25,reviewed,us,us
2018-05-22T09:43:30.810Z,-30.4083,-179.004,219.45,5.4,mww,,52,1.488,1.12,us,us1000e9th,2018-05-22T10:03:50.040Z,"114km N of L'Esperance Rock, New Zealand",earthquake,9.4,6.1,0.071,19,reviewed,us,us
2018-05-22T07:10:04.930Z,-19.3727,-69.1999,110.52,4.5,mb,,77,0.294,0.79,us,us1000e9rj,2018-05-22T07:31:08.040Z,"135km SSE of Putre, Chile",earthquake,5.9,4.9,0.11,24,reviewed,us,us
2018-05-22T03:51:11.850Z,19.405,-155.281,0.04,4.9,mw,14,109,0.006997,0.23,hv,hv70180197,2018-06-02T14:45:13.372Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.45,31.61,,6,reviewed,hv,hv
2018-05-22T03:29:09.230Z,-12.9432,45.2549,10,4.5,mb,,136,6.331,0.99,us,us1000e9p9,2018-05-22T13:49:11.850Z,"7km ESE of Bandrele, Mayotte",earthquake,11.6,1.9,0.135,16,reviewed,us,us
2018-05-22T02:24:25.540Z,12.8267,145.3321,36.52,5.1,mb,,27,0.882,0.85,us,us1000e9nq,2018-05-22T02:45:19.040Z,"80km SE of Inarajan Village, Guam",earthquake,8.5,5.4,0.038,227,reviewed,us,us
2018-05-22T00:31:53.210Z,34.8906,45.8006,10,4.5,mb,,115,0.235,1.14,us,us1000e9mv,2018-06-09T22:00:05.040Z,"36km SSW of Halabjah, Iraq",earthquake,5.7,1.9,0.07,60,reviewed,us,us
2018-05-22T00:26:05.820Z,12.8932,145.4248,10.99,5.7,mww,,23,0.878,0.88,us,us1000e9mu,2018-06-09T22:05:42.132Z,"84km ESE of Inarajan Village, Guam",earthquake,6.2,3.1,0.061,26,reviewed,us,us
2018-05-22T00:23:15.320Z,-9.1686,159.1392,3.89,4.6,mb,,69,0.841,0.33,us,us1000ec05,2018-06-08T04:57:27.040Z,"93km WNW of Honiara, Solomon Islands",earthquake,7.2,5,0.146,14,reviewed,us,us
2018-05-21T19:12:56.280Z,-6.4932,155.0518,25.96,5.3,mww,,19,3.674,0.94,us,us1000e9fw,2018-06-07T22:10:39.040Z,"51km WSW of Panguna, Papua New Guinea",earthquake,8.5,2.9,0.075,17,reviewed,us,us
2018-05-21T17:50:36.840Z,-14.1352,-14.1261,10,4.7,mb,,119,6.168,0.52,us,us1000ebwi,2018-06-07T22:09:28.040Z,"Southern Mid-Atlantic Ridge",earthquake,11.3,1.9,0.152,13,reviewed,us,us
2018-05-21T17:40:33.620Z,-12.8438,45.6046,10,4.5,mb,,94,6.334,0.47,us,us1000e9jj,2018-06-07T22:21:20.264Z,"35km E of Pamandzi, Mayotte",earthquake,14.5,1.9,0.241,5,reviewed,us,us
2018-05-21T14:38:36.660Z,-6.6758,102.3206,10,4.7,mb,,105,2.385,0.94,us,us1000e9c3,2018-05-27T17:22:41.040Z,"240km SW of Biha, Indonesia",earthquake,5,1.8,0.106,27,reviewed,us,us
2018-05-21T14:18:55.350Z,-25.7393,-175.6314,10,4.5,mb,,164,4.044,0.53,us,us1000ebwc,2018-05-27T16:53:11.040Z,"South of Tonga",earthquake,11.6,1.9,0.384,4,reviewed,us,us
2018-05-21T13:33:32.820Z,0.9386,126.0802,10,5,mb,,44,1.297,0.9,us,us1000e9b5,2018-05-27T13:59:05.226Z,"114km ESE of Bitung, Indonesia",earthquake,7.2,1.8,0.059,90,reviewed,us,us
2018-05-21T13:07:29.820Z,46.2334,81.8305,35,4.6,mb,,44,0.583,0.55,us,us1000e9am,2018-05-27T13:43:02.040Z,"96km S of Urzhar, Kazakhstan",earthquake,6.1,1.9,0.069,63,reviewed,us,us
2018-05-21T10:55:19.180Z,19.405,-155.281,0.01,4.9,mw,14,77,0.006997,0.21,hv,hv70186732,2018-05-31T17:21:01.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.4,31.61,,5,reviewed,hv,hv
2018-05-21T10:40:22.790Z,56.5958,158.7423,67.98,5.1,mb,,110,3.547,1.43,us,us1000e993,2018-05-21T11:25:37.040Z,"73km N of Esso, Russia",earthquake,10.8,7.2,0.05,130,reviewed,us,us
2018-05-21T04:23:33.370Z,-5.1301,-11.882,10,4.6,mb,,140,3.716,0.34,us,us1000ebw5,2018-05-31T00:32:08.040Z,"Ascension Island region",earthquake,12.2,1.9,0.172,10,reviewed,us,us
2018-05-21T02:17:35.090Z,46.4437,153.231,7.06,4.6,mb,,173,7.219,0.74,us,us1000e95x,2018-05-30T04:55:14.040Z,"Kuril Islands",earthquake,11,4.5,0.063,75,reviewed,us,us
2018-05-21T02:15:21.310Z,17.3661,-98.4925,47.75,5.2,mb,,174,0.207,0.87,us,us1000e95q,2018-06-11T00:34:40.291Z,"17km SE of Xalpatlahuac, Mexico",earthquake,8.2,4.5,0.023,620,reviewed,us,us
2018-05-21T01:04:16.840Z,-12.841,45.3835,10,4.5,mb,,119,5.955,1.21,us,us1000ebvu,2018-05-30T02:05:38.040Z,"12km ESE of Pamandzi, Mayotte",earthquake,9,1.9,0.128,18,reviewed,us,us
2018-05-21T00:54:50.740Z,-12.8899,45.582,10,4.6,mb,,114,5.856,0.95,us,us1000ebvv,2018-06-08T04:46:18.040Z,"34km ESE of Pamandzi, Mayotte",earthquake,11.8,1.9,0.206,7,reviewed,us,us
2018-05-21T00:47:14.050Z,-12.8495,45.6536,10,5.5,mww,,44,6.317,0.69,us,us1000e952,2018-06-09T05:50:13.984Z,"40km E of Pamandzi, Mayotte",earthquake,7.9,1.8,0.063,24,reviewed,us,us
2018-05-21T00:18:36.130Z,34.4034,9.7047,10,5.1,mb,,58,1.357,0.8,us,us1000e94w,2018-06-09T21:41:11.288Z,"23km SSW of Al Mazzunah, Tunisia",earthquake,6.8,1.8,0.03,370,reviewed,us,us
2018-05-20T21:50:18.630Z,11.0427,-61.9514,107.01,4.5,mb,,123,1.121,0.6,us,us1000e93d,2018-05-20T23:08:29.384Z,"59km NW of Petit Valley, Trinidad and Tobago",earthquake,10.9,11.3,0.163,11,reviewed,us,us
2018-05-20T21:50:07.300Z,19.405,-155.281,0.01,4.9,mw,12,109,0.006997,0.09,hv,hv70167521,2018-05-30T16:24:24.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.34,31.61,,5,reviewed,hv,hv
2018-05-20T20:29:20.600Z,-15.4375,-173.4467,31.19,4.5,mb,,107,2.217,0.64,us,us1000e92h,2018-05-20T20:52:59.040Z,"65km NNE of Hihifo, Tonga",earthquake,10.8,4.4,0.091,35,reviewed,us,us
2018-05-20T18:05:49.880Z,4.7272,96.1806,25.06,4.6,mb,,154,3.674,1.13,us,us1000e90z,2018-05-20T20:42:19.040Z,"55km SSW of Reuleuet, Indonesia",earthquake,8.9,5.6,0.122,20,reviewed,us,us
2018-05-20T11:17:41.600Z,6.7626,-72.966,160.16,4.5,mb,,47,2.334,1,us,us1000e8yh,2018-05-29T07:49:49.088Z,"9km NE of Aratoca, Colombia",earthquake,2.5,6.2,0.044,151,reviewed,us,us
2018-05-20T10:47:12.410Z,43.2977,-126.722,10,4.6,mb,,175,1.996,1.05,us,us1000e8y7,2018-05-27T12:22:22.169Z,"189km W of Bandon, Oregon",earthquake,7.2,1.9,0.052,112,reviewed,us,us
2018-05-20T09:45:43.540Z,-5.7641,142.0251,10,4.5,mb,,117,6.484,1.12,us,us1000e8y0,2018-05-27T11:58:14.804Z,"90km ENE of Kiunga, Papua New Guinea",earthquake,9.9,1.9,0.111,24,reviewed,us,us
2018-05-20T08:01:27.150Z,-12.777,45.6338,10,5.3,mb,,48,6.392,0.87,us,us1000e8x3,2018-05-20T19:43:50.663Z,"38km E of Pamandzi, Mayotte",earthquake,9.4,1.9,0.053,120,reviewed,us,us
2018-05-20T07:13:14.850Z,-24.2714,-67.4317,202.23,4.5,mb,,70,1.481,0.89,us,us1000e8wm,2018-05-20T07:40:58.040Z,"113km W of San Antonio de los Cobres, Argentina",earthquake,6.3,7.5,0.163,11,reviewed,us,us
2018-05-20T02:47:34.240Z,-5.7822,151.4349,10,5,mb,,62,1.739,0.59,us,us1000e8u3,2018-06-05T05:53:19.040Z,"145km E of Kimbe, Papua New Guinea",earthquake,10.3,1.9,0.053,112,reviewed,us,us
2018-05-20T01:58:13.290Z,19.405,-155.281,0.03,4.9,mw,11,71,0.006997,0.28,hv,hv70165286,2018-06-04T03:26:22.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.5,31.61,,6,reviewed,hv,hv
2018-05-20T01:14:35.070Z,-20.9751,-173.8779,10,5,mb,,32,4.167,0.98,us,us1000e8th,2018-06-05T05:48:35.040Z,"118km ENE of `Ohonua, Tonga",earthquake,8.9,1.7,0.044,165,reviewed,us,us
2018-05-20T00:42:14.550Z,-21.0205,-173.8412,10,5.5,mww,,40,4.156,1.37,us,us1000e8t0,2018-05-22T18:39:49.040Z,"120km ENE of `Ohonua, Tonga",earthquake,5.4,1.7,0.071,19,reviewed,us,us
2018-05-19T22:40:06.640Z,-39.5663,174.3226,205.82,4.5,mb,,47,1.13,0.83,us,us1000e8rk,2018-05-20T00:27:59.349Z,"4km NE of Hawera, New Zealand",earthquake,6.3,6.6,0.118,21,reviewed,us,us
2018-05-19T21:00:01.620Z,-12.814,45.6383,10,4.9,mb,,35,6.355,0.64,us,us1000e8q7,2018-05-19T22:12:46.335Z,"38km E of Pamandzi, Mayotte",earthquake,8.9,1.9,0.064,76,reviewed,us,us
2018-05-19T20:38:54.680Z,-12.8288,45.7716,10,4.5,mb,,82,6.311,0.55,us,us1000e8ye,2018-05-20T11:15:11.838Z,"53km E of Pamandzi, Mayotte",earthquake,9,1.8,0.14,15,reviewed,us,us
2018-05-19T19:08:36.740Z,-4.3648,102.4088,64.48,5,mb,,91,0.545,0.93,us,us1000e8nf,2018-05-19T19:31:57.040Z,"64km SSE of Bengkulu, Indonesia",earthquake,8.3,6.7,0.075,57,reviewed,us,us
2018-05-19T18:45:21.730Z,-6.6268,142.9527,10,4.5,mb,,65,6.331,0.71,us,us1000e8p5,2018-06-12T20:36:08.040Z,"91km WSW of Mendi, Papua New Guinea",earthquake,5.9,1.8,0.108,25,reviewed,us,us
2018-05-19T18:25:46.090Z,-60.4351,-26.1729,10,5,mb,,95,8.306,0.72,us,us1000e8mz,2018-06-12T20:24:40.040Z,"157km S of Bristol Island, South Sandwich Islands",earthquake,5.5,1.9,0.084,45,reviewed,us,us
2018-05-19T18:14:40.350Z,40.331,19.761,7.3,4.9,mb,,33,0.244,0.88,us,us1000e8mg,2018-06-12T20:18:19.134Z,"18km W of Memaliaj, Albania",earthquake,4.2,4,0.036,245,reviewed,us,us
2018-05-19T17:54:50.120Z,-11.5487,166.4553,68.13,4.7,mb,,85,6.734,1.03,us,us1000eajc,2018-06-12T19:27:08.040Z,"114km SE of Lata, Solomon Islands",earthquake,9.9,7.4,0.077,51,reviewed,us,us
2018-05-19T17:45:48.940Z,14.803,144.4928,14.07,4.9,mb,,38,1.26,0.85,us,us1000e8lq,2018-06-12T19:15:48.793Z,"104km NW of Rota, Northern Mariana Islands",earthquake,6,4.4,0.049,129,reviewed,us,us
2018-05-19T14:03:05.910Z,-11.4472,117.3962,37.46,4.5,mb,,100,4.354,1.04,us,us1000e8jr,2018-05-19T17:09:00.040Z,"267km SW of Panenggoede, Indonesia",earthquake,3.4,8.4,0.111,24,reviewed,us,us
2018-05-19T09:58:33.210Z,19.405,-155.281,0.01,5.03,mw,13,56,0.006997,0.38,hv,hv70163146,2018-05-27T03:54:42.824Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.61,31.61,,5,reviewed,hv,hv
2018-05-19T09:36:26.910Z,-4.7869,144.8576,58.12,5.2,mb,,36,3.701,0.63,us,us1000e8i4,2018-05-19T09:56:09.040Z,"114km WNW of Madang, Papua New Guinea",earthquake,8.5,6.8,0.039,211,reviewed,us,us
2018-05-19T06:43:40.480Z,-32.1886,-71.5177,32.73,5.1,mb,,70,0.838,0.82,us,us1000e8gl,2018-05-22T01:54:06.331Z,"39km NW of La Ligua, Chile",earthquake,4.3,4.6,0.039,211,reviewed,us,us
2018-05-19T04:10:05.870Z,-22.9084,-174.7284,10,4.7,mb,,94,5.886,1.46,us,us1000eaiz,2018-05-29T23:29:08.040Z,"175km S of `Ohonua, Tonga",earthquake,7.7,1.9,0.153,13,reviewed,us,us
